月份,日期,开始时间,故障类别,持续时长（秒）
12,11,23808,A2,685
12,11,24948,A2,553
12,12,615,A2,550
12,12,4687,A3,802
12,12,8323,A2,584
12,12,9383,A2,641
12,12,11522,A2,499
12,12,15465,A2,529
12,12,17555,A2,422
12,12,19678,A2,552
12,12,22880,A4,778
12,12,26293,A2,483
12,12,27774,A4,608
12,13,6971,A2,454
12,13,14425,A2,560
12,13,21985,A2,461
12,14,2054,A4,671
12,14,6810,A1,395
12,14,8051,A2,412
12,14,13745,A4,852
12,14,14866,A2,547
12,14,16827,A2,365
12,14,21287,A2,695
12,14,24873,A2,453
12,14,28526,A3,274
12,15,2597,A3,745
12,15,7709,A2,492
12,15,8628,A2,609
12,15,12933,A2,588
12,15,16363,A2,551
12,15,21373,A2,522
12,15,24415,A2,535
12,15,25973,A1,529
12,16,594,A2,575
12,16,7574,A2,457
12,16,8179,A3,816
12,16,12456,A4,884
12,16,16703,A2,565
12,16,19715,A4,821
12,16,25082,A2,462
12,16,25670,A2,509
12,17,3856,A2,527
12,17,7505,A2,445
12,17,14090,A3,711
12,17,15640,A2,438
12,17,22595,A2,547
12,17,23618,A2,482
12,18,1350,A2,510
12,18,5892,A2,675
12,18,8149,A2,407
12,18,10369,A2,667
12,18,15730,A4,769
12,18,16964,A2,372
12,18,21085,A4,792
12,18,25121,A2,361
12,19,2631,A2,598
12,19,7576,A2,451
12,19,10299,A4,695
12,19,15722,A2,506
12,19,22126,A4,828
12,19,24056,A2,598
12,19,27489,A2,567
12,20,878,A4,650
12,20,4401,A2,708
12,20,8343,A2,418
12,20,12048,A4,827
12,20,14264,A2,561
12,20,17114,A2,373
12,20,20112,A2,716
12,20,24615,A2,642
12,20,25838,A2,420
12,20,28596,A2,204
12,21,4563,A2,695
12,21,7687,A2,552
12,21,10773,A2,570
12,21,13114,A2,658
12,21,16453,A2,376
12,21,18901,A2,715
12,21,24530,A2,471
12,21,27024,A2,591
12,22,4714,A4,618
12,22,7589,A2,566
12,22,12467,A2,632
12,22,15766,A2,550
12,22,23288,A2,584
12,22,24607,A2,494
12,22,27191,A4,808
12,23,6978,A2,446
12,23,9686,A3,656
12,23,15059,A2,470
12,23,22522,A2,598
12,24,4752,A2,619
12,24,7611,A2,361
12,24,11381,A2,617
12,24,15554,A2,595
12,24,18886,A2,619
12,24,23740,A2,490
12,24,24531,A2,590
12,25,4297,A2,576
12,25,7575,A2,575
12,25,9456,A4,662
12,25,14374,A4,695
12,25,16500,A2,576
12,25,24055,A2,596
12,25,26289,A2,646
12,26,3230,A4,632
12,26,7617,A2,558
12,26,8400,A3,631
12,26,15778,A2,451
12,26,17276,A4,874
12,26,24075,A2,489
12,27,3961,A2,518
12,27,5375,A2,575
12,27,8071,A2,594
12,27,13187,A2,678
12,27,16343,A2,409
12,27,18642,A2,686
12,27,20806,A3,756
12,27,25173,A2,587
12,28,6506,A4,871
12,28,7842,A2,573
12,28,12028,A1,394
12,28,15788,A2,364
12,28,17301,A3,698
12,28,23822,A2,453
12,29,2880,A4,638
12,29,4323,A4,630
12,29,8246,A2,370
12,29,9562,A3,674
12,29,12223,A2,693
12,29,14925,A2,579
12,29,17541,A2,572
12,29,20031,A2,601
12,29,22382,A2,550
12,29,25634,A2,711
12,29,26947,A2,467
12,30,2932,A2,699
12,30,7698,A2,587
12,30,9591,A4,783
12,30,15774,A2,528
12,30,16568,A2,384
12,30,19101,A2,539
12,30,22899,A4,795
12,30,25286,A2,594
12,31,1729,A3,841
12,31,7840,A2,559
12,31,8560,A2,543
12,31,14515,A3,617
12,31,16538,A2,432
12,31,21828,A2,699
12,31,24662,A2,373
